unitid,FIPS,county_name,city,state,zip,latitude,longitude,date,week,admission_rate,number_students,TotalCount,TotalCountWeekly,TotalConfirmedPositive,TotalConfirmedPositiveWeekly,TotalPositivityRate,TotalPositivityRateWeekly
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,11oct2020,3160,.3355,2162,26700,4253,72,45,.2696629213483146,1.058076651775217
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,18oct2020,3161,.3355,2162,29722,3022,83,11,.2792544243321445,.3639973527465255
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,25oct2020,3162,.3355,2162,33688,3966,85,2,.2523153645214913,.0504286434694907
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,01nov2020,3163,.3355,2162,37693,4005,91,6,.2414241371076858,.149812734082397
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,08nov2020,3164,.3355,2162,42484,4791,96,5,.2259674230298465,.1043623460655396
130590,9003,Hartford County,Hartford,CT,06106-3100,41.747451,-72.690882,15nov2020,3165,.3355,2162,45631,3147,110,14,.2410641888190046,.4448681283762314
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,13sep2020,3156,.1746,2922,16063,5557,5,0,.0311274357218452,0
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,20sep2020,3157,.1746,2922,21684,5621,7,2,.0322818668142409,.0355808574986657
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,27sep2020,3158,.1746,2922,27463,5779,9,2,.0327713651094199,.0346080636788372
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,04oct2020,3159,.1746,2922,33333,5870,9,0,.0270002700027,0
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,11oct2020,3160,.1746,2922,39346,6013,9,0,.0228739897321202,0
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,18oct2020,3161,.1746,2922,43008,3662,10,1,.0232514880952381,.0273074822501365
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,25oct2020,3162,.1746,2922,49050,6042,10,0,.0203873598369011,0
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,01nov2020,3163,.1746,2922,57833,8783,17,7,.0293949821036432,.079699419332802
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,08nov2020,3164,.1746,2922,63663,5830,21,4,.0329861929221055,.0686106346483705
130697,9007,Middlesex County,Middletown,CT,06459,41.554665,-72.657146,15nov2020,3165,.1746,2922,68006,4343,29,8,.0426432961797488,.1842044669583237
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,13sep2020,3156,.4187,12161,853,2392,0,1,0,.0418060200668896
